  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.3000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  4.0000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  4.0000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  3.0000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.8000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  4.0000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  4.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  6.2000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  6.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  4.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  2.5000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.8000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.8000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.3000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  2.2000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  2.3000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.8000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  4.7000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  5.7000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  2.0000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.8000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  6.0000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.5000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.0000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  3.2000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  3.2000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  2.4000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  3.0000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  5.0000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  2.1000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.5000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  4.6000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  3.2000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  3.0000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.5000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  3.0000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  3.5000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.3000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.4000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  2.5000000e+001
